"","studyid","year","envvalue","z","envfactor","X","species","phenovalue","slope","intid","int_type","spp"
"703","HMK043",1995,-1.366993,-1.08961195402284,"temperature",3141,"Pleurobrachia pileus",125.3,-1.9980756395996,208,"predation","spp2"
"706","HMK043",1995,-1.366993,-1.08961195402284,"temperature",1344,"Pleurobrachia pileus",125.3,-1.9980756395996,209,"predation","spp1"
"708","HMK043",1996,-1.262533,-1.00746732662362,"temperature",3142,"Pleurobrachia pileus",144.2,-1.9980756395996,208,"predation","spp2"
"709","HMK043",1996,-1.262533,-1.00746732662362,"temperature",1345,"Pleurobrachia pileus",144.2,-1.9980756395996,209,"predation","spp1"
"711","HMK043",1997,2.48707,1.94112295989756,"temperature",3143,"Pleurobrachia pileus",110.6,-1.9980756395996,208,"predation","spp2"
"714","HMK043",1997,2.48707,1.94112295989756,"temperature",1346,"Pleurobrachia pileus",110.6,-1.9980756395996,209,"predation","spp1"
"715","HMK043",1998,1.120075,0.866153642152985,"temperature",3144,"Pleurobrachia pileus",106.4,-1.9980756395996,208,"predation","spp2"
"718","HMK043",1998,1.120075,0.866153642152985,"temperature",1347,"Pleurobrachia pileus",106.4,-1.9980756395996,209,"predation","spp1"
"720","HMK043",1999,-1.441367,-1.14809773344261,"temperature",3145,"Pleurobrachia pileus",110.6,-1.9980756395996,208,"predation","spp2"
"721","HMK043",1999,-1.441367,-1.14809773344261,"temperature",1348,"Pleurobrachia pileus",110.6,-1.9980756395996,209,"predation","spp1"
"723","HMK043",2000,0.7225,0.55351100154179,"temperature",3146,"Pleurobrachia pileus",68.6,-1.9980756395996,208,"predation","spp2"
"726","HMK043",2000,0.7225,0.55351100154179,"temperature",1349,"Pleurobrachia pileus",68.6,-1.9980756395996,209,"predation","spp1"
"728","HMK043",2001,0.0011,-0.0137791976329965,"temperature",1350,"Pleurobrachia pileus",81.2,-1.9980756395996,209,"predation","spp1"
"729","HMK043",2001,0.0011,-0.0137791976329965,"temperature",3147,"Pleurobrachia pileus",81.2,-1.9980756395996,208,"predation","spp2"
"731","HMK043",2002,-0.281433,-0.235955801241882,"temperature",1351,"Pleurobrachia pileus",70.7,-1.9980756395996,209,"predation","spp1"
"734","HMK043",2002,-0.281433,-0.235955801241882,"temperature",3148,"Pleurobrachia pileus",70.7,-1.9980756395996,208,"predation","spp2"
"735","HMK043",2003,-0.37942,-0.31301022977881,"temperature",1352,"Pleurobrachia pileus",106.4,-1.9980756395996,209,"predation","spp1"
"738","HMK043",2003,-0.37942,-0.31301022977881,"temperature",3149,"Pleurobrachia pileus",106.4,-1.9980756395996,208,"predation","spp2"
"739","HMK043",2004,NA,NA,"temperature",1353,"Pleurobrachia pileus",108.5,-1.9980756395996,209,"predation","spp1"
"740","HMK043",2004,NA,NA,"temperature",3150,"Pleurobrachia pileus",108.5,-1.9980756395996,208,"predation","spp2"
